Date,Time,Value[mNAP],State of value
1990-05-23,00:00:00,0.281,40
1990-05-24,00:00:00,0.391,40
1990-05-25,00:00:00,0.486,40
1990-05-26,00:00:00,0.428,40
1990-05-27,00:00:00,0.351,40
1990-05-28,00:00:00,0.361,40
1990-05-29,00:00:00,0.266,40
1990-05-30,00:00:00,0.273,40
1990-05-31,00:00:00,0.342,40
1990-06-01,00:00:00,0.307,40
1990-06-02,00:00:00,0.489,40
1990-06-03,00:00:00,0.579,40
1990-06-04,00:00:00,0.678,40
1990-06-05,00:00:00,0.559,40
1990-06-06,00:00:00,0.474,40
1990-06-07,00:00:00,0.430,40
1990-06-08,00:00:00,0.451,40
1990-06-09,00:00:00,0.499,40
1990-06-10,00:00:00,0.545,40
1990-06-11,00:00:00,0.550,40
1990-06-12,00:00:00,0.387,40
1990-06-13,00:00:00,0.414,40
1990-06-14,00:00:00,0.440,40
1990-06-15,00:00:00,0.411,40
1990-06-16,00:00:00,0.414,40
1990-06-17,00:00:00,0.410,40
1990-06-18,00:00:00,0.431,40
1990-06-19,00:00:00,0.449,40
1990-06-20,00:00:00,0.483,40
1990-06-21,00:00:00,0.475,40
1990-06-22,00:00:00,0.511,40
1990-06-23,00:00:00,0.607,40
1990-06-24,00:00:00,0.562,40
1990-06-25,00:00:00,0.494,40
1990-06-26,00:00:00,0.508,40
1990-06-27,00:00:00,0.471,40
1990-06-28,00:00:00,0.509,40
1990-06-29,00:00:00,0.457,40
1990-06-30,00:00:00,0.441,40
1990-07-01,00:00:00,0.517,40
1990-07-02,00:00:00,0.702,40
1990-07-03,00:00:00,0.607,40
1990-07-04,00:00:00,0.483,40
1990-07-05,00:00:00,0.519,40
1990-07-06,00:00:00,0.742,40
1990-07-07,00:00:00,0.535,40
1990-07-08,00:00:00,0.526,40
1990-07-09,00:00:00,0.596,40
1990-07-10,00:00:00,0.535,40
1990-07-11,00:00:00,0.472,40
1990-07-12,00:00:00,0.402,40
1990-07-13,00:00:00,0.310,40
1990-07-14,00:00:00,0.275,40
1990-07-15,00:00:00,0.320,40
1990-07-16,00:00:00,0.413,40
1990-07-17,00:00:00,0.512,40
1990-07-18,00:00:00,0.432,40
1990-07-19,00:00:00,0.359,40
1990-07-20,00:00:00,0.364,40
1990-07-21,00:00:00,0.426,40
1990-07-22,00:00:00,0.399,40
1990-07-23,00:00:00,0.386,40
1990-07-24,00:00:00,0.391,40
1990-07-25,00:00:00,0.371,40
1990-07-26,00:00:00,0.330,40
1990-07-27,00:00:00,0.321,40
1990-07-28,00:00:00,0.373,40
1990-07-29,00:00:00,0.420,40
1990-07-30,00:00:00,0.403,40
1990-07-31,00:00:00,0.449,40
1990-08-01,00:00:00,0.376,40
1990-08-02,00:00:00,0.321,40
1990-08-03,00:00:00,0.292,40
1990-08-04,00:00:00,0.337,40
1990-08-05,00:00:00,0.437,40
1990-08-06,00:00:00,0.533,40
1990-08-07,00:00:00,0.520,40
1990-08-08,00:00:00,0.401,40
1990-08-09,00:00:00,0.370,40
1990-08-10,00:00:00,0.343,40
1990-08-11,00:00:00,0.319,40
1990-08-12,00:00:00,0.340,40
1990-08-13,00:00:00,0.375,40
1990-08-14,00:00:00,0.415,40
1990-08-15,00:00:00,0.389,40
1990-08-16,00:00:00,0.422,40
1990-08-17,00:00:00,0.531,40
1990-08-18,00:00:00,0.529,40
1990-08-19,00:00:00,0.407,40
1990-08-20,00:00:00,0.546,40
1990-08-21,00:00:00,0.786,40
1990-08-22,00:00:00,0.588,40
1990-08-23,00:00:00,0.422,40
1990-08-24,00:00:00,0.269,40
1990-08-25,00:00:00,0.301,40
1990-08-26,00:00:00,0.323,40
1990-08-27,00:00:00,0.257,40
1990-08-28,00:00:00,0.279,40
1990-08-29,00:00:00,0.256,40
1990-08-30,00:00:00,0.367,40
1990-08-31,00:00:00,0.332,40
1990-09-01,00:00:00,0.386,40
1990-09-02,00:00:00,0.388,40
1990-09-03,00:00:00,0.410,40
1990-09-04,00:00:00,0.543,40
1990-09-05,00:00:00,0.534,40
1990-09-06,00:00:00,0.460,40
1990-09-07,00:00:00,0.602,40
1990-09-08,00:00:00,0.675,40
1990-09-09,00:00:00,0.549,40
1990-09-10,00:00:00,0.442,40
1990-09-11,00:00:00,0.406,40
1990-09-12,00:00:00,0.317,40
1990-09-13,00:00:00,0.252,40
1990-09-14,00:00:00,0.237,40
1990-09-15,00:00:00,0.294,40
1990-09-16,00:00:00,0.194,40
1990-09-17,00:00:00,0.210,40
1990-09-18,00:00:00,0.409,40
1990-09-19,00:00:00,0.475,40
1990-09-20,00:00:00,0.956,40
1990-09-21,00:00:00,0.978,40
1990-09-22,00:00:00,0.935,40
1990-09-23,00:00:00,0.638,40
1990-09-24,00:00:00,0.642,40
1990-09-25,00:00:00,0.636,40
1990-09-26,00:00:00,0.518,40
1990-09-27,00:00:00,0.389,40
1990-09-28,00:00:00,0.322,40
1990-09-29,00:00:00,0.338,40
1990-09-30,00:00:00,0.406,40
1990-10-01,00:00:00,0.521,40
1990-10-02,00:00:00,0.413,40
1990-10-03,00:00:00,0.293,40
1990-10-04,00:00:00,0.495,40
1990-10-05,00:00:00,0.569,40
1990-10-06,00:00:00,0.607,40
1990-10-07,00:00:00,0.840,40
1990-10-08,00:00:00,0.924,40
1990-10-09,00:00:00,0.595,40
1990-10-10,00:00:00,0.636,40
1990-10-11,00:00:00,0.541,40
1990-10-12,00:00:00,0.382,40
1990-10-13,00:00:00,0.341,40
1990-10-14,00:00:00,0.336,40
1990-10-15,00:00:00,0.370,40
1990-10-16,00:00:00,0.388,40
1990-10-17,00:00:00,0.378,40
1990-10-18,00:00:00,0.411,40
1990-10-19,00:00:00,0.417,40
1990-10-20,00:00:00,0.404,40
1990-10-21,00:00:00,0.217,40
1990-10-22,00:00:00,0.000,40
1990-10-23,00:00:00,-0.064,40
1990-10-24,00:00:00,0.084,40
1990-10-25,00:00:00,0.186,40
1990-10-26,00:00:00,0.234,40
1990-10-27,00:00:00,0.264,40
1990-10-28,00:00:00,0.313,40
1990-10-29,00:00:00,0.627,40
1990-10-30,00:00:00,0.792,40
1990-10-31,00:00:00,0.802,40
1990-11-01,00:00:00,0.907,40
1990-11-02,00:00:00,0.710,40
1990-11-03,00:00:00,0.792,40
1990-11-04,00:00:00,0.899,40
1990-11-05,00:00:00,0.796,40
1990-11-06,00:00:00,0.626,40
1990-11-07,00:00:00,0.506,40
1990-11-08,00:00:00,0.396,40
1990-11-09,00:00:00,0.287,40
1990-11-10,00:00:00,0.311,40
1990-11-11,00:00:00,0.449,40
1990-11-12,00:00:00,0.469,40
1990-11-13,00:00:00,0.393,40
1990-11-14,00:00:00,0.533,40
1990-11-15,00:00:00,0.789,40
1990-11-16,00:00:00,0.699,40
1990-11-17,00:00:00,0.924,40
1990-11-18,00:00:00,1.107,40
1990-11-19,00:00:00,1.248,40
1990-11-20,00:00:00,0.901,40
1990-11-21,00:00:00,0.693,40
1990-11-22,00:00:00,0.469,40
1990-11-23,00:00:00,0.318,40
1990-11-24,00:00:00,0.252,40
1990-11-25,00:00:00,0.360,40
1990-11-26,00:00:00,0.316,40
1990-11-27,00:00:00,0.314,40
1990-11-28,00:00:00,0.314,40
1990-11-29,00:00:00,0.609,40
1990-11-30,00:00:00,0.445,40
1990-12-01,00:00:00,0.331,40
1990-12-02,00:00:00,0.356,40
1990-12-03,00:00:00,0.440,40
1990-12-04,00:00:00,0.634,40
1990-12-05,00:00:00,0.511,40
1990-12-06,00:00:00,0.317,40
1990-12-07,00:00:00,0.382,40
1990-12-08,00:00:00,0.431,40
1990-12-09,00:00:00,0.392,40
1990-12-10,00:00:00,0.283,40
1990-12-11,00:00:00,0.293,40
1990-12-12,00:00:00,0.859,40
1990-12-13,00:00:00,0.975,40
1990-12-14,00:00:00,0.332,40
1990-12-15,00:00:00,0.498,40
1990-12-16,00:00:00,0.461,40
1990-12-17,00:00:00,0.395,40
1990-12-18,00:00:00,0.350,40
1990-12-19,00:00:00,0.435,40
1990-12-20,00:00:00,0.562,40
1990-12-21,00:00:00,0.666,40
1990-12-22,00:00:00,0.547,40
1990-12-23,00:00:00,0.533,40
1990-12-24,00:00:00,0.412,40
1990-12-25,00:00:00,0.458,40
1990-12-26,00:00:00,0.455,40
1990-12-27,00:00:00,1.062,40
1990-12-28,00:00:00,1.025,40
1990-12-29,00:00:00,0.610,40
1990-12-30,00:00:00,0.884,40
1990-12-31,00:00:00,0.707,40
1991-01-01,00:00:00,0.730,40
1991-01-02,00:00:00,0.522,40
1991-01-03,00:00:00,1.004,40
1991-01-04,00:00:00,0.795,40
1991-01-05,00:00:00,0.687,40
1991-01-06,00:00:00,0.997,40
1991-01-07,00:00:00,1.099,40
1991-01-08,00:00:00,0.830,40
1991-01-09,00:00:00,1.021,40
1991-01-10,00:00:00,1.101,40
1991-01-11,00:00:00,1.116,40
1991-01-12,00:00:00,0.977,40
1991-01-13,00:00:00,0.737,40
1991-01-14,00:00:00,0.527,40
1991-01-15,00:00:00,0.530,40
1991-01-16,00:00:00,0.553,40
1991-01-17,00:00:00,0.537,40
1991-01-18,00:00:00,0.437,40
1991-01-19,00:00:00,0.369,40
1991-01-20,00:00:00,0.425,40
1991-01-21,00:00:00,0.522,40
1991-01-22,00:00:00,0.446,40
1991-01-23,00:00:00,0.242,40
1991-01-24,00:00:00,0.236,40
1991-01-25,00:00:00,0.207,40
1991-01-26,00:00:00,0.274,40
1991-01-27,00:00:00,0.316,40
1991-01-28,00:00:00,0.278,40
1991-01-29,00:00:00,0.288,40
1991-01-30,00:00:00,0.335,40
1991-01-31,00:00:00,0.267,40
1991-02-01,00:00:00,0.289,40
1991-02-02,00:00:00,0.318,40
1991-02-03,00:00:00,0.310,40
1991-02-04,00:00:00,0.206,40
1991-02-05,00:00:00,0.153,40
1991-02-06,00:00:00,0.013,40
1991-02-07,00:00:00,-0.126,40
1991-02-08,00:00:00,-0.058,40
1991-02-09,00:00:00,0.094,40
1991-02-10,00:00:00,0.281,40
1991-02-11,00:00:00,0.352,40
1991-02-12,00:00:00,0.390,40
1991-02-13,00:00:00,0.344,40
1991-02-14,00:00:00,0.299,40
1991-02-15,00:00:00,0.341,40
1991-02-16,00:00:00,0.612,40
1991-02-17,00:00:00,0.443,40
1991-02-18,00:00:00,0.318,40
1991-02-19,00:00:00,0.201,40
1991-02-20,00:00:00,0.299,40
1991-02-21,00:00:00,0.270,40
1991-02-22,00:00:00,0.272,40
1991-02-23,00:00:00,0.298,40
1991-02-24,00:00:00,0.411,40
1991-02-25,00:00:00,0.391,40
1991-02-26,00:00:00,0.321,40
1991-02-27,00:00:00,0.227,40
1991-02-28,00:00:00,0.151,40
1991-03-01,00:00:00,0.255,40
1991-03-02,00:00:00,0.366,40
1991-03-03,00:00:00,0.409,40
1991-03-04,00:00:00,0.415,40
1991-03-05,00:00:00,0.348,40
1991-03-06,00:00:00,0.397,40
1991-03-07,00:00:00,0.443,40
1991-03-08,00:00:00,0.459,40
1991-03-09,00:00:00,0.494,40
1991-03-10,00:00:00,0.492,40
1991-03-11,00:00:00,0.480,40
1991-03-12,00:00:00,0.423,40
1991-03-13,00:00:00,0.388,40
1991-03-14,00:00:00,0.301,40
1991-03-15,00:00:00,0.415,40
1991-03-16,00:00:00,0.392,40
1991-03-17,00:00:00,0.439,40
1991-03-18,00:00:00,0.458,40
1991-03-19,00:00:00,0.353,40
1991-03-20,00:00:00,0.534,40
1991-03-21,00:00:00,0.562,40
1991-03-22,00:00:00,0.634,40
1991-03-23,00:00:00,0.521,40
1991-03-24,00:00:00,0.514,40
1991-03-25,00:00:00,0.346,40
1991-03-26,00:00:00,0.098,40
1991-03-27,00:00:00,0.191,40
1991-03-28,00:00:00,0.363,40
1991-03-29,00:00:00,0.216,40
1991-03-30,00:00:00,0.167,40
1991-03-31,00:00:00,0.265,40
1991-04-01,00:00:00,0.329,40
1991-04-02,00:00:00,0.464,40
1991-04-03,00:00:00,0.553,40
1991-04-04,00:00:00,0.465,40
1991-04-05,00:00:00,0.306,40
1991-04-06,00:00:00,0.442,40
1991-04-07,00:00:00,0.345,40
1991-04-08,00:00:00,0.600,40
1991-04-09,00:00:00,0.445,40
1991-04-10,00:00:00,0.274,40
1991-04-11,00:00:00,0.187,40
1991-04-12,00:00:00,0.219,40
1991-04-13,00:00:00,0.370,40
1991-04-14,00:00:00,0.393,40
1991-04-15,00:00:00,0.283,40
1991-04-16,00:00:00,0.342,40
1991-04-17,00:00:00,0.613,40
1991-04-18,00:00:00,0.498,40
1991-04-19,00:00:00,0.492,40
1991-04-20,00:00:00,0.329,40
1991-04-21,00:00:00,0.223,40
1991-04-22,00:00:00,0.347,40
1991-04-23,00:00:00,0.443,40
1991-04-24,00:00:00,0.266,40
1991-04-25,00:00:00,0.177,40
1991-04-26,00:00:00,0.165,40
1991-04-27,00:00:00,0.208,40
1991-04-28,00:00:00,0.286,40
1991-04-29,00:00:00,0.325,40
1991-04-30,00:00:00,0.273,40
1991-05-01,00:00:00,0.375,40
1991-05-02,00:00:00,0.486,40
1991-05-03,00:00:00,0.555,40
1991-05-04,00:00:00,0.511,40
1991-05-05,00:00:00,0.454,40
1991-05-06,00:00:00,0.418,40
1991-05-07,00:00:00,0.317,40
1991-05-08,00:00:00,0.283,40
1991-05-09,00:00:00,0.217,40
1991-05-10,00:00:00,0.217,40
1991-05-11,00:00:00,0.264,40
1991-05-12,00:00:00,0.323,40
1991-05-13,00:00:00,0.276,40
1991-05-14,00:00:00,0.384,40
1991-05-15,00:00:00,0.434,40
1991-05-16,00:00:00,0.523,40
1991-05-17,00:00:00,0.538,40
1991-05-18,00:00:00,0.462,40
1991-05-19,00:00:00,0.331,40
1991-05-20,00:00:00,0.336,40
1991-05-21,00:00:00,0.379,40
1991-05-22,00:00:00,0.418,40
1991-05-23,00:00:00,0.365,40
1991-05-24,00:00:00,0.299,40
1991-05-25,00:00:00,0.275,40
1991-05-26,00:00:00,0.300,40
1991-05-27,00:00:00,0.300,40
1991-05-28,00:00:00,0.308,40
1991-05-29,00:00:00,0.279,40
1991-05-30,00:00:00,0.288,40
1991-05-31,00:00:00,0.330,40
1991-06-01,00:00:00,0.394,40
1991-06-02,00:00:00,0.332,40
1991-06-03,00:00:00,0.440,40
1991-06-04,00:00:00,0.570,40
1991-06-05,00:00:00,0.466,40
1991-06-06,00:00:00,0.338,40
1991-06-07,00:00:00,0.380,40
1991-06-08,00:00:00,0.472,40
1991-06-09,00:00:00,0.336,40
1991-06-10,00:00:00,0.428,40
1991-06-11,00:00:00,0.576,40
1991-06-12,00:00:00,0.447,40
1991-06-13,00:00:00,0.537,40
1991-06-14,00:00:00,0.623,40
1991-06-15,00:00:00,0.587,40
1991-06-16,00:00:00,0.680,40
1991-06-17,00:00:00,0.564,40
1991-06-18,00:00:00,0.456,40
1991-06-19,00:00:00,0.439,40
1991-06-20,00:00:00,0.461,40
1991-06-21,00:00:00,0.443,40
1991-06-22,00:00:00,0.482,40
1991-06-23,00:00:00,0.454,40
1991-06-24,00:00:00,0.462,40
1991-06-25,00:00:00,0.392,40
1991-06-26,00:00:00,0.489,40
1991-06-27,00:00:00,0.571,40
1991-06-28,00:00:00,0.687,40
1991-06-29,00:00:00,0.623,40
1991-06-30,00:00:00,0.473,40
1991-07-01,00:00:00,0.391,40
1991-07-02,00:00:00,0.361,40
1991-07-03,00:00:00,0.381,40
1991-07-04,00:00:00,0.296,40
1991-07-05,00:00:00,0.244,40
1991-07-06,00:00:00,0.331,40
1991-07-07,00:00:00,0.383,40
1991-07-08,00:00:00,0.440,40
1991-07-09,00:00:00,0.480,40
1991-07-10,00:00:00,0.474,40
1991-07-11,00:00:00,0.440,40
1991-07-12,00:00:00,0.488,40
1991-07-13,00:00:00,0.496,40
1991-07-14,00:00:00,0.585,40
1991-07-15,00:00:00,0.627,40
1991-07-16,00:00:00,0.611,40
1991-07-17,00:00:00,0.578,40
1991-07-18,00:00:00,0.506,40
1991-07-19,00:00:00,0.557,40
1991-07-20,00:00:00,0.558,40
1991-07-21,00:00:00,0.499,40
1991-07-22,00:00:00,0.418,40
1991-07-23,00:00:00,0.352,40
1991-07-24,00:00:00,0.453,40
1991-07-25,00:00:00,0.543,40
1991-07-26,00:00:00,0.552,40
1991-07-27,00:00:00,0.463,40
1991-07-28,00:00:00,0.418,40
1991-07-29,00:00:00,0.390,40
1991-07-30,00:00:00,0.391,40
1991-07-31,00:00:00,0.452,40
1991-08-01,00:00:00,0.472,40
1991-08-02,00:00:00,0.492,40
1991-08-03,00:00:00,0.455,40
1991-08-04,00:00:00,0.424,40
1991-08-05,00:00:00,0.397,40
1991-08-06,00:00:00,0.440,40
1991-08-07,00:00:00,0.500,40
1991-08-08,00:00:00,0.526,40
1991-08-09,00:00:00,0.473,40
1991-08-10,00:00:00,0.468,40
1991-08-11,00:00:00,0.507,40
1991-08-12,00:00:00,0.575,40
1991-08-13,00:00:00,0.524,40
1991-08-14,00:00:00,0.458,40
1991-08-15,00:00:00,0.394,40
1991-08-16,00:00:00,0.430,40
1991-08-17,00:00:00,0.487,40
1991-08-18,00:00:00,0.570,40
1991-08-19,00:00:00,0.442,40
1991-08-20,00:00:00,0.409,40
1991-08-21,00:00:00,0.328,40
1991-08-22,00:00:00,0.309,40
1991-08-23,00:00:00,0.342,40
1991-08-24,00:00:00,0.358,40
1991-08-25,00:00:00,0.364,40
1991-08-26,00:00:00,0.319,40
1991-08-27,00:00:00,0.289,40
1991-08-28,00:00:00,0.280,40
1991-08-29,00:00:00,0.197,40
1991-08-30,00:00:00,0.181,40
1991-08-31,00:00:00,0.179,40
1991-09-01,00:00:00,0.191,40
1991-09-02,00:00:00,0.273,40
1991-09-03,00:00:00,0.288,40
1991-09-04,00:00:00,0.232,40
1991-09-05,00:00:00,0.213,40
1991-09-06,00:00:00,0.274,40
1991-09-07,00:00:00,0.146,40
1991-09-08,00:00:00,0.095,40
1991-09-09,00:00:00,0.091,40
1991-09-10,00:00:00,0.079,40
1991-09-11,00:00:00,0.167,40
1991-09-12,00:00:00,0.159,40
1991-09-13,00:00:00,0.131,40
1991-09-14,00:00:00,0.179,40
1991-09-15,00:00:00,0.297,40
1991-09-16,00:00:00,0.341,40
1991-09-17,00:00:00,0.425,40
1991-09-18,00:00:00,0.362,40
1991-09-19,00:00:00,0.401,40
1991-09-20,00:00:00,0.319,40
1991-09-21,00:00:00,0.231,40
1991-09-22,00:00:00,0.278,40
1991-09-23,00:00:00,0.530,40
1991-09-24,00:00:00,0.457,40
1991-09-25,00:00:00,0.536,40
1991-09-26,00:00:00,0.518,40
1991-09-27,00:00:00,0.503,40
1991-09-28,00:00:00,0.453,40
1991-09-29,00:00:00,0.410,40
1991-09-30,00:00:00,0.517,40
1991-10-01,00:00:00,0.556,40
1991-10-02,00:00:00,0.974,40
1991-10-03,00:00:00,0.466,40
1991-10-04,00:00:00,0.504,40
1991-10-05,00:00:00,0.368,40
1991-10-06,00:00:00,0.455,40
1991-10-07,00:00:00,0.311,40
1991-10-08,00:00:00,0.289,40
1991-10-09,00:00:00,0.360,40
1991-10-10,00:00:00,0.349,40
1991-10-11,00:00:00,0.252,40
1991-10-12,00:00:00,0.281,40
1991-10-13,00:00:00,0.376,40
1991-10-14,00:00:00,0.384,40
1991-10-15,00:00:00,0.409,40
1991-10-16,00:00:00,0.286,40
1991-10-17,00:00:00,0.862,40
1991-10-18,00:00:00,1.225,40
1991-10-19,00:00:00,1.042,40
1991-10-20,00:00:00,0.773,40
1991-10-21,00:00:00,0.486,40
1991-10-22,00:00:00,0.389,40
1991-10-23,00:00:00,0.376,40
1991-10-24,00:00:00,0.360,40
1991-10-25,00:00:00,0.325,40
1991-10-26,00:00:00,0.215,40
1991-10-27,00:00:00,0.166,40
1991-10-28,00:00:00,0.166,40
1991-10-29,00:00:00,0.141,40
1991-10-30,00:00:00,-0.007,40
1991-10-31,00:00:00,-0.013,40
1991-11-01,00:00:00,-0.188,40
1991-11-02,00:00:00,0.191,40
1991-11-03,00:00:00,0.436,40
1991-11-04,00:00:00,0.679,40
1991-11-05,00:00:00,0.878,40
1991-11-06,00:00:00,0.816,40
1991-11-07,00:00:00,0.733,40
1991-11-08,00:00:00,0.894,40
1991-11-09,00:00:00,0.977,40
1991-11-10,00:00:00,0.910,40
1991-11-11,00:00:00,0.650,40
1991-11-12,00:00:00,0.787,40
1991-11-13,00:00:00,0.596,40
1991-11-14,00:00:00,0.903,40
1991-11-15,00:00:00,0.715,40
1991-11-16,00:00:00,0.651,40
1991-11-17,00:00:00,0.531,40
1991-11-18,00:00:00,0.446,40
1991-11-19,00:00:00,0.462,40
1991-11-20,00:00:00,0.315,40
1991-11-21,00:00:00,0.243,40
1991-11-22,00:00:00,0.398,40
1991-11-23,00:00:00,0.491,40
1991-11-24,00:00:00,0.468,40
1991-11-25,00:00:00,0.395,40
1991-11-26,00:00:00,0.287,40
1991-11-27,00:00:00,0.458,40
1991-11-28,00:00:00,0.365,40
1991-11-29,00:00:00,0.483,40
1991-11-30,00:00:00,0.328,40
1991-12-01,00:00:00,0.398,40
1991-12-02,00:00:00,0.308,40
1991-12-03,00:00:00,0.253,40
1991-12-04,00:00:00,0.265,40
1991-12-05,00:00:00,0.315,40
1991-12-06,00:00:00,0.206,40
1991-12-07,00:00:00,0.196,40
1991-12-08,00:00:00,0.222,40
1991-12-09,00:00:00,0.246,40
1991-12-10,00:00:00,---,40
1991-12-11,00:00:00,---,255
1991-12-12,00:00:00,---,255
1991-12-13,00:00:00,---,255
1991-12-14,00:00:00,---,255
1991-12-15,00:00:00,---,255
1991-12-16,00:00:00,---,255
1991-12-17,00:00:00,---,255
1991-12-18,00:00:00,---,255
1991-12-19,00:00:00,---,255
1991-12-20,00:00:00,---,255
1991-12-21,00:00:00,---,255
1991-12-22,00:00:00,---,255
1991-12-23,00:00:00,---,255
1991-12-24,00:00:00,---,255
1991-12-25,00:00:00,---,255
1991-12-26,00:00:00,---,255
1991-12-27,00:00:00,---,255
1991-12-28,00:00:00,---,255
1991-12-29,00:00:00,---,255
1991-12-30,00:00:00,---,255
1991-12-31,00:00:00,---,255
1992-01-01,00:00:00,---,255
1992-01-02,00:00:00,---,255
1992-01-03,00:00:00,---,255
1992-01-04,00:00:00,---,255
1992-01-05,00:00:00,---,255
1992-01-06,00:00:00,---,40
1992-01-07,00:00:00,0.593,40
1992-01-08,00:00:00,0.566,40
1992-01-09,00:00:00,0.688,40
1992-01-10,00:00:00,0.595,40
1992-01-11,00:00:00,0.443,40
1992-01-12,00:00:00,0.515,40
1992-01-13,00:00:00,0.412,40
1992-01-14,00:00:00,0.460,40
1992-01-15,00:00:00,0.474,40
1992-01-16,00:00:00,0.428,40
1992-01-17,00:00:00,0.566,40
1992-01-18,00:00:00,0.450,40
1992-01-19,00:00:00,0.561,40
1992-01-20,00:00:00,0.645,40
1992-01-21,00:00:00,0.400,40
1992-01-22,00:00:00,0.267,40
1992-01-23,00:00:00,0.285,40
1992-01-24,00:00:00,0.357,40
1992-01-25,00:00:00,0.388,40
1992-01-26,00:00:00,0.469,40
1992-01-27,00:00:00,0.340,40
1992-01-28,00:00:00,0.239,40
1992-01-29,00:00:00,0.120,40
1992-01-30,00:00:00,0.078,40
1992-01-31,00:00:00,0.116,40
1992-02-01,00:00:00,0.178,40
1992-02-02,00:00:00,0.244,40
1992-02-03,00:00:00,0.454,40
1992-02-04,00:00:00,0.716,40
1992-02-05,00:00:00,0.602,40
1992-02-06,00:00:00,0.568,40
1992-02-07,00:00:00,0.472,40
1992-02-08,00:00:00,0.444,40
1992-02-09,00:00:00,0.364,40
1992-02-10,00:00:00,0.567,40
1992-02-11,00:00:00,0.692,40
1992-02-12,00:00:00,0.613,40
1992-02-13,00:00:00,0.649,40
1992-02-14,00:00:00,0.764,40
1992-02-15,00:00:00,0.744,40
1992-02-16,00:00:00,1.056,40
1992-02-17,00:00:00,0.931,40
1992-02-18,00:00:00,0.576,40
1992-02-19,00:00:00,0.478,40
1992-02-20,00:00:00,0.411,40
1992-02-21,00:00:00,0.462,40
1992-02-22,00:00:00,0.423,40
1992-02-23,00:00:00,0.517,40
1992-02-24,00:00:00,0.558,40
1992-02-25,00:00:00,0.492,40
1992-02-26,00:00:00,0.391,40
1992-02-27,00:00:00,0.426,40
1992-02-28,00:00:00,0.416,40
1992-02-29,00:00:00,0.384,40
1992-03-01,00:00:00,0.428,40
1992-03-02,00:00:00,0.567,40
1992-03-03,00:00:00,0.604,40
1992-03-04,00:00:00,0.509,40
1992-03-05,00:00:00,0.375,40
1992-03-06,00:00:00,0.411,40
1992-03-07,00:00:00,0.352,40
1992-03-08,00:00:00,0.361,40
1992-03-09,00:00:00,0.374,40
1992-03-10,00:00:00,0.216,40
1992-03-11,00:00:00,0.586,40
1992-03-12,00:00:00,0.583,40
1992-03-13,00:00:00,1.073,40
1992-03-14,00:00:00,1.180,40
1992-03-15,00:00:00,1.048,40
1992-03-16,00:00:00,0.814,40
1992-03-17,00:00:00,0.391,40
1992-03-18,00:00:00,0.450,40
1992-03-19,00:00:00,0.439,40
1992-03-20,00:00:00,0.418,40
1992-03-21,00:00:00,0.553,40
1992-03-22,00:00:00,0.625,40
1992-03-23,00:00:00,0.611,40
1992-03-24,00:00:00,0.614,40
1992-03-25,00:00:00,0.416,40
1992-03-26,00:00:00,0.606,40
1992-03-27,00:00:00,0.613,40
1992-03-28,00:00:00,0.550,40
1992-03-29,00:00:00,0.397,40
1992-03-30,00:00:00,0.288,40
1992-03-31,00:00:00,0.308,40
1992-04-01,00:00:00,0.373,40
1992-04-02,00:00:00,0.401,40
1992-04-03,00:00:00,0.487,40
1992-04-04,00:00:00,0.538,40
1992-04-05,00:00:00,0.524,40
1992-04-06,00:00:00,0.439,40
1992-04-07,00:00:00,0.445,40
1992-04-08,00:00:00,0.431,40
1992-04-09,00:00:00,0.348,40
1992-04-10,00:00:00,0.298,40
1992-04-11,00:00:00,0.325,40
1992-04-12,00:00:00,0.313,40
1992-04-13,00:00:00,0.513,40
1992-04-14,00:00:00,0.574,40
1992-04-15,00:00:00,0.589,40
1992-04-16,00:00:00,0.950,40
1992-04-17,00:00:00,0.458,40
1992-04-18,00:00:00,0.480,40
1992-04-19,00:00:00,0.703,40
1992-04-20,00:00:00,0.617,40
1992-04-21,00:00:00,0.341,40
1992-04-22,00:00:00,0.389,40
1992-04-23,00:00:00,0.454,40
1992-04-24,00:00:00,0.431,40
1992-04-25,00:00:00,0.437,40
1992-04-26,00:00:00,0.458,40
1992-04-27,00:00:00,0.575,40
1992-04-28,00:00:00,0.577,40
1992-04-29,00:00:00,0.612,40
1992-04-30,00:00:00,0.476,40
1992-05-01,00:00:00,0.454,40
1992-05-02,00:00:00,0.650,40
1992-05-03,00:00:00,0.627,40
1992-05-04,00:00:00,0.429,40
1992-05-05,00:00:00,0.396,40
1992-05-06,00:00:00,0.404,40
1992-05-07,00:00:00,0.393,40
1992-05-08,00:00:00,0.525,40
1992-05-09,00:00:00,0.576,40
1992-05-10,00:00:00,0.656,40
1992-05-11,00:00:00,0.552,40
1992-05-12,00:00:00,0.412,40
1992-05-13,00:00:00,0.437,40
1992-05-14,00:00:00,0.333,40
1992-05-15,00:00:00,0.328,40
1992-05-16,00:00:00,0.433,40
1992-05-17,00:00:00,0.362,40
1992-05-18,00:00:00,0.295,40
1992-05-19,00:00:00,0.285,40
1992-05-20,00:00:00,0.326,40
1992-05-21,00:00:00,0.372,40
1992-05-22,00:00:00,0.377,40
1992-05-23,00:00:00,0.374,40
1992-05-24,00:00:00,0.362,40
1992-05-25,00:00:00,0.391,40
1992-05-26,00:00:00,0.393,40
1992-05-27,00:00:00,0.320,40
1992-05-28,00:00:00,0.286,40
1992-05-29,00:00:00,0.278,40
